Campaign;Campaign ID;Campaign type;Campaign start date;Campaign end date;Impr.;Clicks;Cost
Nissan_2026_01_20_Nissan range_GDN_Traffic_Google Ads;23470880631;Display;19 Jan 2026;28 Feb 2026;0;0;0
JGL Aquamaris Jan-Feb 2022. (YT) - Bumper - CPM;19318522930;In-stream video;20 Dec 2022;21 Dec 2022;0;0;0
meralys_january_2025_youtube_cpm;22143110130;In-stream video;21 Jan 2025;28 Feb 2025;3,570,139;8,766;5741.17
meralys_december_2025_youtube_cpm;23344911816;In-stream video;10 Dec 2025;28 Dec 2025;5,155,255;8,047;7653.63
Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;In-stream video;10 Sept 2025;16 Nov 2025;1,643,971;1,789;2000.6
Zott Jogobella Jan - Feb 2026 (YT) - TrueView - CPV;23373690159;In-stream video;5 Jan 2026;28 Feb 2026;0;0;0
Zott Monte Jan - Mar 2026 (YT) - Trueview - CPV;23385021484;In-stream video;5 Jan 2026;8 Mar 2026;0;0;0
McDonald's McDelivery II June - July 2023 (DN) - CPM;20298873496;Display;20 Jun 2023;2 Jul 2023;0;0;0
McDonald's Breakfast AO Jan - June 2024 (YT) - Reach Mix 2.0 - CPM;20919976065;In-stream video;8 Jan 2024;2 Apr 2024;0;0;0
mek- greška - 2024.;20939728074;In-stream video;15 Jan 2024;10 Mar 2024;0;0;0
McDonald's Yugioh HM April 2024 (YT) - Reach Mix 2.0 - CPM;21153657744;In-stream video;5 Apr 2024;26 Apr 2024;0;0;0
McDonald's Employer Image II May - June 2024 (DN) - CPC;21322627636;Display;27 May 2024;16 Jun 2024;0;0;0
McDonald's McDelivery III Oct - Nov 2024 (YT) - Bumper - CPM;21816939989;In-stream video;21 Oct 2024;10 Nov 2024;0;0;0
McDonald's HM Mario Kart Nov-Dec 2024 (DN) - CPM;21932335804;Display;20 Nov 2024;30 Nov 2024;0;0;0
McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;22600788851;In-stream video;26 May 2025;28 Sept 2025;116,860;83;420.26
McDonald's Trust II October 2025 (YT) - Bumper;23084692753;In-stream video;6 Oct 2025;26 Oct 2025;1,890,030;1,291;1499.62
McDonald's McDelivery AO Jan - Mar 2026 (YT) - Bumper;23408223587;In-stream video;2 Jan 2026;29 Mar 2026;0;0;0
McDonald's McCrispy I Barrel BBQ Feb - Mar 2026 (YT) - CPV;23538996202;In-stream video;9 Feb 2026;15 Mar 2026;0;0;0
T03_000033_HR_NCR_Soft_AW_Oct23_Nov23_fullf_OMD_Preroll_influenceri;20736234237;In-stream video;3 Nov 2023;12 Nov 2023;0;0;0
T03_000161_HR_NFC_CellularExpertLift_AW_Jan24_Mar24_fullf_OMD_Trueview;20930420101;In-stream video;8 Jan 2024;17 Mar 2024;0;0;0
T03_000158_HR_NDO_BW(unisex)_AW_Jan24_Mar24_fullf_OMD_Bumper;20984350510;In-stream video;29 Jan 2024;24 Mar 2024;0;0;0
T03_000754_HR_NME_Promotion_AW_May24_May24_fullf_OMD_Skin Moments Football Giveaway;21300501769;In-stream video;16 May 2024;31 May 2024;0;0;0
T03_001535_HR_NFL_DermaSkinClear_AW_Oct24_Dec24_fullf_OMD_Bumper;21819541127;In-stream video;21 Oct 2024;31 Dec 2024;0;0;0
nivea greska 2024;21820580114;In-stream video;17 Oct 2024;29 Dec 2024;0;0;0
T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22637616678;In-stream video;16 Jun 2025;24 Aug 2025;2,653,588;4,825;7500.18
T03_001630_HR_NDO_DermaControl(unisex)_AW_Jan26_Feb26_fullf_OMD_DigGR_VRCM;23322449917;In-stream video;5 Jan 2026;22 Feb 2026;0;0;0
McDonald's HM Super Mario March 2023 (YT) - Bumper - CPM;19793163832;In-stream video;10 Mar 2023;26 Mar 2023;0;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;In-stream video;5 Sept 2025;15 Oct 2025;943,041;1,468;1199.1
PMAX_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAX_20.10.-31.12.2025.;23172997174;Performance Max;22 Oct 2025;31 Dec 2025;90,148;3,174;697.57
Nissan QQ July 2025 - Performance Max;22769359148;Performance Max;9 Jul 2025;9 Aug 2025;747,798;13,041;4985.69
JGL Muzej farmacije TUR Jun - Aug 2024 (DN) - CPC;21367766349;Display;15 Jun 2024;31 Aug 2024;0;0;0
meralys_january_2024_youtube_cpm #2;21823220872;In-stream video;21 Oct 2024;15 Dec 2024;0;0;0
Zott Protein Sep - Nov 2023 (DN) - CPM;20594060793;Display;29 Sept 2023;10 Nov 2023;0;0;0
Zott Protein Apr - Jun 2025 (YT) - Bumper - CPM;22432580057;In-stream video;14 Apr 2025;30 Jun 2025;1,996,425;2,299;2500.72
Zott Jogobella Mar - Apr 2026 (YT) - TrueView - CPV;23380833992;In-stream video;1 Mar 2026;30 Apr 2026;0;0;0
McDonald's IV Steak House Oct - Nov 2023 (YT) - Reach Mix 2.0 - CPM;20607841395;In-stream video;3 Oct 2023;19 Nov 2023;0;0;0
McDonald's Zapošljavanje Slavonija Oct - Nov 2023 (DN) - CPC;20730954124;Display;30 Oct 2023;30 Nov 2023;0;0;0
mek-greška;20772019431;Display;16 Nov 2023;16 Dec 2023;0;0;0
McDonald's Family I March 2024 (DN) - CPM;21076316350;Display;4 Mar 2024;31 Mar 2024;0;0;0
McDonald's Maestro II Apr - May 2024 (DN) - CPM;21210061868;Display;22 Apr 2024;9 Jun 2024;0;0;0
McDonald's Pistachio Ice Cream June - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21422275165;In-stream video;27 Jun 2024;1 Sept 2024;0;0;0
McDonald's Srijeda II Sep - Oct 2024 (DN) - CPM;21688439689;Display;9 Sept 2024;2 Oct 2024;0;0;0
McDonald's 1+1 IV Oct - Dec 2024 (DN) - CPM;21779601486;Display;7 Oct 2024;10 Nov 2024;0;0;0
McDonald's Coffee II Nov - Dec 2024 (YT) - Bumper;21871930470;In-stream video;5 Nov 2024;1 Dec 2024;0;0;0
McDonald's Daim Ice Cream Nov-Dec 2024 (DN) - CPM;21918391119;Display;19 Nov 2024;29 Dec 2024;0;0;0
McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV;22155260349;In-stream video;24 Jan 2025;7 Feb 2025;1,798,973;4,153;4495.46
McDonald's_Triple cheeseburger_March_2025  (YT) - CPV;22328128277;In-stream video;11 Mar 2025;25 Mar 2025;16,911;29;47.53
McDonald's Maestro III June-August 2025 (YT) - Bumper;22738160776;In-stream video;30 Jun 2025;17 Aug 2025;2,867,898;1,972;2264.23
greska;22927015637;Performance Max;25 Aug 2025;14 Sept 2025;0;0;0
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;In-stream video;20 Oct 2025;28 Dec 2025;566,789;702;1999.47
McDonald's Coffee Monday AO Jan - May 2026 (YT) - Bumper;23402893422;In-stream video;2 Jan 2026;3 May 2026;0;0;0
McDonald's Snack Menu AO II Feb - Mar 2026 (YT) - Bumper;23515938217;In-stream video;2 Feb 2026;22 Mar 2026;0;0;0
McDonald's McCrispy I Barrel BBQ Feb - Mar 2026 (YT) - Bumper;23538996205;In-stream video;9 Feb 2026;15 Mar 2026;0;0;0
T03_000227_HR_NFC_Cellular Luminous 630_CO_May23_Jul23_fullf_OMD_Bumper;20051604925;In-stream video;1 May 2023;9 Jul 2023;0;0;0
T03_000098_HR_NSU_Protect Moisture_CO_May23_Jul23_fullf_OMD_bumper_sun;20184880774;In-stream video;22 May 2023;31 Jul 2023;0;0;0
T03_000454_HR_NCR_Blue Tin_CO_Nov23_Dec23_fullf_OMD_Bumper;20735975467;In-stream video;1 Nov 2023;31 Dec 2023;0;0;0
T03_001210_HR_NFC_Cellular Concealer_AW_Dec23_Dec23_fullf_OMD_Preroll;20826247884;In-stream video;4 Dec 2023;31 Dec 2023;0;0;0
T03_001210_HR_NFC_CellularConcealer_AW_Feb24_Mar24_fullf_OMD_Preroll;21036060222;In-stream video;21 Feb 2024;31 Mar 2024;0;0;0
T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_preroll 2;21193849903;In-stream video;15 Apr 2024;23 Jun 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Travel;21194094208;In-stream video;15 Apr 2024;23 Jun 2024;0;0;0
T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Old;21261601134;In-stream video;7 May 2024;16 Jun 2024;0;0;0
T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Bumper;21364728909;In-stream video;10 Jun 2024;31 Aug 2024;0;0;0
T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Bumper;21391087370;In-stream video;17 Jun 2024;31 Aug 2024;0;0;0
T03_000055_HR_NBD_BodyMilk_CO_Oct24_Dec24_fullf_OMD_Trueview;21850963131;In-stream video;4 Nov 2024;31 Dec 2024;0;0;0
T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper - RC;22217449910;In-stream video;10 Feb 2025;23 Mar 2025;617,194;1,254;749.61
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper;22329334281;In-stream video;17 Mar 2025;11 May 2025;4,700,787;9,404;9994.85
McDonalds Maestro Burgeri Feb-Mar (DN) - CPM;19643734971;Display;6 Feb 2023;5 Mar 2023;0;0;0
McDonald's McDelivery Mar 2023 (DN) - CPM;19773047485;Display;6 Mar 2023;19 Mar 2023;0;0;0
McDonald's HM WB Apr - May 2023 (YT) - Reach Mix - CPM;20010954840;In-stream video;21 Apr 2023;7 May 2023;0;0;0
McDonald's Breakfast July - September 2023 (YT) - Reach Mix - CPM;20349737700;In-stream video;10 Jul 2023;16 Sept 2023;0;0;0
OMD_HR_BEA-BEA_MultipleProducts_haircareq32023_CF_26.9.-30.10.2023_gdn_performancemax;20583703845;Performance Max;26 Sept 2023;31 Oct 2023;0;0;0
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_YT_20.2.-30.4.2024.;21045176326;In-stream video;21 Feb 2024;30 Apr 2024;0;0;0
PMAX_OMD_HR-HR_GB_OG_OneBladeBlades_OneBlade360Blades_RECMANOB_GOO_BRD_BLADES 6.8.-25.9.2024._P.MAX;21538836699;Performance Max;6 Aug 2024;25 Sept 2024;0;0;0
DG_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_DG_23.1.-18.4.2026.;23496452353;Demand Gen;23 Jan 2026;18 Apr 2026;0;0;0
JGL Reflustat Mar - Apr 2023 (YT) - TrueView for Reach - CPM;19813946770;In-stream video;14 Mar 2023;23 Apr 2023;0;0;0
JGL Fungilacset Apr - June 2023 (YT) - CPV;20012643268;In-stream video;20 Apr 2023;25 Jun 2023;0;0;0
mpf_jan_2024_youtube_cpm_reachmix_2.0;20954345651;In-stream video;18 Jan 2024;31 Mar 2024;0;0;0
Zott Protein Jan - Mar 2026 (DN) - CPM;23376039582;Display;5 Jan 2026;29 Mar 2026;0;0;0
202301//Syoss Color//Syoss Color Oleo Trueview//Launch Syoss Color Oleo 2023;19645293058;In-stream video;3 Feb 2023;19 Mar 2023;0;0;0
202410//Syoss Color//Syoss Oleo Intense Masterbrand Launch 2023//Launch Syoss Oleo Intense Masterbrand 2023//video//Bumper;21874430522;In-stream video;4 Nov 2024;22 Dec 2024;0;0;0
202401//Gliss//Gliss Night Elixir Launch 2023//Launch Gliss Night Elixir 2023//video//TrueView;20920390013;In-stream video;8 Jan 2024;17 Mar 2024;0;0;0
202410//Gliss//Gliss Brand Support 2024 (SKMB)//Gliss Night Elixir 2024//video//Bumper;21789252706;In-stream video;7 Oct 2024;22 Dec 2024;0;0;0
202312//Syoss_BL_IntenseHairNoGrey//OLV15sec//CPM//W25-54//Trueview;20868606678;In-stream video;18 Dec 2023;31 Dec 2023;0;0;0
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;6 Jan 2025;6 Apr 2025;3,805,201;2,513;8360.06
202407//Gliss//Gliss Brand Support 2024 (SKMB)//Gliss Jar TRT 2024//video//Bumper;21462221984;In-stream video;15 Jul 2024;29 Sept 2024;0;0;0
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids;22142822613;In-stream video;21 Jan 2025;24 Feb 2025;387,106;1,006;898.85
202305//Somat//Switch & Save RL 23//Excellence 4in1 Cap- The Push//Bumper;20108241035;In-stream video;9 May 2023;31 Jul 2023;0;0;0
202305//Somat//Switch & Save RL 23//Excellence 4in1 Cap- The Push//Trueview;20111706841;In-stream video;9 May 2023;31 Jul 2023;0;0;0
202211//Ceresit STOP//Activation Aero 360°//Aero 360°//gdn;19423527332;Display;29 Dec 2022;30 Dec 2022;0;0;0
202302//Gliss Split Hair Miracle Launch 2020//Bumper//6sec//CPM//W20-59;19663027414;In-stream video;9 Feb 2023;28 May 2023;0;0;0
202210//Syoss Color//Syoss Color Level Up Baseline Blond Offensive 2022//Syoss Color Level Up Baseline Blond Offensive//video//Bumper;19403661810;In-stream video;28 Dec 2022;28 Dec 2022;0;0;0
202311//OLV Syoss Oleo Brow Tint 15s – OLV//Trueview 15sec;20765104316;In-stream video;10 Nov 2023;31 Dec 2023;0;0;0
202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Trueview//BrowTint;20922819024;In-stream video;9 Jan 2024;3 Mar 2024;0;0;0
202404//OLV Syoss Color Masterbrand IntensePlex Video/Bumper 6s//6sec//CPM//W25-54//bumper;21213073591;In-stream video;19 Apr 2024;30 Jun 2024;0;0;0
202209//Gliss//Gliss 7sec Treatment//Gliss 7sec Treatment 2022//video_Bumper//Texture;19403576784;In-stream video;28 Dec 2022;28 Dec 2022;0;0;0
202401//Gliss//Gliss Night Elixir Launch 2023//Launch Gliss Night Elixir 2023//video//Bumper;20913778683;In-stream video;8 Jan 2024;17 Mar 2024;0;0;0
202408//Bref//SVR Core Power Active 24_7//Easier Way campaign//video//Bumper/Female;21915258844;In-stream video;15 Nov 2024;29 Dec 2024;0;0;0
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;22332695936;In-stream video;12 Mar 2025;29 Jun 2025;3,419,181;3,540;7431.2
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;In-stream video;8 May 2025;5 Oct 2025;4,451,056;2,624;9501.53
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//Bumper;22629474629;In-stream video;2 Jun 2025;11 Aug 2025;3,515,363;7,204;4941.48
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids;22088623607;In-stream video;6 Jan 2025;6 Jul 2025;664,233;1,134;833.03
202403//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21070172139;In-stream video;5 Mar 2024;4 Apr 2024;0;0;0
202302//Silan//Trinity//24h/7days long lasting freshness Trueview//15sec//CPM//W25-54;19637158928;In-stream video;1 Feb 2023;15 Mar 2023;0;0;0
Niš;22484072777;In-stream video;25 Apr 2025;25 May 2025;0;0;0
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//F35-54withkids;22142822616;In-stream video;21 Jan 2025;24 Feb 2025;437,988;993;1000.03
202406//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21397362478;In-stream video;18 Jun 2024;22 Sept 2024;0;0;0
202211//Silan//Trinity//24h/7days long lasting freshness//bumper;19416108846;In-stream video;29 Dec 2022;30 Dec 2022;0;0;0
202210//Syoss Color//Syoss Color Level Up Baseline Blond Offensive 2022//Syoss Color Level Up Baseline Blond Offensive//video//Trueview;19403661813;In-stream video;28 Dec 2022;28 Dec 2022;0;0;0
202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Trueview;22533659230;In-stream video;8 May 2025;30 Jun 2025;2,079,295;1,174;5000.15
202308//Bref//SVR Wellness//Easier Way//Bumper//6sec//CPM//W25-54;20501824013;In-stream video;29 Aug 2023;30 Oct 2023;0;0;0
202402//Somat//Magnifier_Additives//Additives RL 2022//video//Trueview;21025183861;In-stream video;14 Feb 2024;19 May 2024;0;0;0
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;22082451351;In-stream video;6 Jan 2025;6 Jul 2025;5,887,856;6,503;7002.82
Ceresit greška;21001407568;Display;5 Feb 2024;29 Feb 2024;0;0;0
202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Trueview//IntenseHairNoGrey;20932805959;In-stream video;9 Jan 2024;3 Mar 2024;0;0;0
202410//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;21806047599;In-stream video;15 Oct 2024;8 Dec 2024;0;0;0
202309//Gliss//Gliss Night Elixir Launch 2023//Trueview//15sec//CPM//W18-54;20523340033;In-stream video;4 Sept 2023;17 Dec 2023;0;0;0
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper;22092438439;In-stream video;6 Jan 2025;2 Mar 2025;3,269,164;5,924;3771.28
202410//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;21846333343;In-stream video;24 Oct 2024;15 Dec 2024;0;0;0
GREŠKA;22153658308;In-stream video;21 Jan 2025;24 Mar 2025;0;0;0
202211//Ceresit STOP//Activation Aero 360°//Aero 360°//trueview;19423527335;In-stream video;29 Dec 2022;30 Dec 2022;0;0;0
202402//Ceresit STOP//Activation Aero 360°//Aero 360°;21009213007;Display;7 Feb 2024;29 Feb 2024;0;0;0
202404//Gliss//Gliss Brand Support 2024 (SKMB)//Relaunch Gliss Shampoo 2024//video//TrueView;21163831566;In-stream video;9 Apr 2024;23 Jun 2024;0;0;0
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//F35-54withkids;22149196226;In-stream video;21 Jan 2025;24 Feb 2025;451,962;1,004;629.12
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34;22149196229;In-stream video;21 Jan 2025;24 Feb 2025;516,423;686;689.07
202410//Syoss Color//Syoss Oleo Intense Masterbrand Launch 2023//Launch Syoss Oleo Intense Masterbrand 2023//video//Trueview;21867953730;In-stream video;4 Nov 2024;22 Dec 2024;0;0;0
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;6 Jan 2025;2 Mar 2025;2,512,720;3,035;5658.57
202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper;22794974865;In-stream video;16 Jul 2025;22 Dec 2025;4,285,178;9,218;6170.26
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;22082424657;In-stream video;6 Jan 2025;6 Jul 2025;533,082;808;1249.9
202311//Schauma 7herbs/Trueview;20799114871;In-stream video;21 Nov 2023;31 Dec 2023;0;0;0
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper;22524522930;In-stream video;8 May 2025;5 Oct 2025;5,359,714;10,862;7240.55
202210//Gliss//Gliss 7sec Treatment//Gliss 7sec Treatment 2022;19403576787;In-stream video;28 Dec 2022;30 Dec 2022;0;0;0
202306//Gliss Split Hair Miracle Launch 2020//Trueview//15sec//CPM//W20-59;20248803039;In-stream video;6 Jun 2023;20 Aug 2023;0;0;0
202302//Bumper//6sec//CPM//W25-54;20743789662;In-stream video;6 Nov 2023;31 Dec 2023;0;0;0
202408//Bref//SVR Core Power Active 24_7//Easier Way campaign//video//Bumper;21539259045;In-stream video;6 Aug 2024;29 Dec 2024;0;0;0
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids;22149196223;In-stream video;21 Jan 2025;24 Feb 2025;430,657;1,044;597.69
202403//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21077024768;In-stream video;5 Mar 2024;4 Apr 2024;0;0;0
202411//Ceresit STOP//Activation Aero 360°//Aero 360°;21911814422;Display;15 Nov 2024;31 Dec 2024;0;0;0
202407//Syoss Care//Syoss Care Keratin Hero 2024//Syoss Care Keratin Hero 2024//video//Bumper;21453009769;In-stream video;8 Jul 2024;22 Sept 2024;0;0;0
Greška13;21806046405;In-stream video;15 Oct 2024;8 Dec 2024;0;0;0
202406//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper;21403475645;In-stream video;21 Jun 2024;23 Dec 2024;0;0;0
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;22132437335;In-stream video;16 Jan 2025;5 May 2025;2,261,460;4,538;6959.72
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;22136208178;In-stream video;16 Jan 2025;5 May 2025;2,355,342;3,193;6954.66
202302//Silan//Trinity//24h/7days long lasting freshness Bumper//6 sec//CPM//W25-54;19637120629;In-stream video;1 Feb 2023;15 Mar 2023;0;0;0
202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Bumper;22632678660;In-stream video;4 Jun 2025;21 Sept 2025;7,215,756;17,032;10808.02
202302//Bref//SVR Colored Water//Easier Way Campaign//Bumper//6sec//CPM//W25-54;19423555640;In-stream video;29 Dec 2022;30 Jun 2023;0;0;0
202408//Bref//SVR Core Power Active 24_7//Easier Way campaign//video//Bumper/Male;21915258847;In-stream video;15 Nov 2024;29 Dec 2024;0;0;0
202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Bumper;22592918381;In-stream video;23 May 2025;30 Aug 2025;8,852,533;19,771;11608.22
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;22088715767;In-stream video;6 Jan 2025;6 Apr 2025;4,720,480;9,689;5905.9
202306//Gliss Split Hair Miracle Launch 2020//Bumper//6sec//CPM//W20-59;20253659690;In-stream video;6 Jun 2023;20 Aug 2023;0;0;0
202301//Somat Magnifier Bumper//6sec//CPM//Women 25-54;19453312455;In-stream video;2 Jan 2023;15 Feb 2023;0;0;0
202404//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21160011980;In-stream video;5 Apr 2024;5 May 2024;0;0;0
202406//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21393267575;In-stream video;18 Jun 2024;22 Sept 2024;0;0;0
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant;22126220538;In-stream video;16 Jan 2025;5 May 2025;2,466,991;4,983;6954.44
202311//Ceresit STOP//Local Brand Support Rubson Healthy Home 2023 (FR)//Local Brand Support Healthy Home 2023;20865407986;Display;13 Dec 2023;24 Dec 2023;0;0;0
202307//Silan//Trinity//24h/7days long lasting freshness//Trueview//15 sec//CPM//W25-54;20321477751;In-stream video;3 Jul 2023;30 Oct 2023;0;0;0
202404//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024/video//Bumper;21198236826;In-stream video;18 Apr 2024;30 Jun 2024;0;0;0
202407//Syoss Color//Syoss Color Brow Tint Relaunch 2022//Relaunch Syoss Color Brow Tint 2022//video//Trueview;21505499924;In-stream video;26 Jul 2024;27 Oct 2024;0;0;0
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper;22142591754;In-stream video;21 Jan 2025;7 Apr 2025;5,214,055;11,202;6868.45
202401//Bref//SVR Spa Moments//Easier Way campaign//video//Bumper;20995001185;In-stream video;2 Feb 2024;19 May 2024;0;0;0
202510//Ceresit STOP//Local Brand Support Rubson Healthy Home 2023 (FR)//Local Brand Support Healthy Home 2023;23120362515;Display;15 Oct 2025;30 Nov 2025;2,793,007;62,790;3374.37
202401//Syoss Color//Syoss Color Baseline Recut 2023//Syoss Color Baseline Recut//video//Bumper//IntenseHairNoGrey;20922865149;In-stream video;9 Jan 2024;3 Mar 2024;0;0;0
202310//Syoss Oleo Intense Masterbrand 6s – OLV//Bumper 6sec;20757780182;In-stream video;8 Nov 2023;31 Dec 2023;0;0;0
202406//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview;21397078011;In-stream video;21 Jun 2024;23 Dec 2024;0;0;0
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;6 Jan 2025;6 Jul 2025;4,801,057;3,393;10498.47
202404//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21153129321;In-stream video;5 Apr 2024;5 May 2024;0;0;0
202404//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;21198237048;In-stream video;18 Apr 2024;30 Jun 2024;0;0;0
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview;22142591751;In-stream video;21 Jan 2025;7 Apr 2025;4,474,732;4,295;10497.97
202404//Gliss//Gliss Brand Support 2024 (SKMB)//Relaunch Gliss Shampoo 2024//video//Bumper;21173936534;In-stream video;10 Apr 2024;23 Jun 2024;0;0;0
202211//Somat//Somat Blue Ocean Gel Launch//Gel short cycle//trueview;19412239369;In-stream video;29 Dec 2022;31 Dec 2022;0;0;0
202402//Somat//Magnifier_Additives//Additives RL 2022//video//Bumper;21025183807;In-stream video;14 Feb 2024;19 May 2024;0;0;0
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//All25-34 no kids;22082441424;In-stream video;6 Jan 2025;6 Jul 2025;571,854;542;1253.15
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;22149808469;In-stream video;21 Jan 2025;24 Mar 2025;1,930,240;2,448;4053.63
