Campaign;Account;Campaign ID;Impr.;Clicks;CTR;Avg. CPM;Avg. CPC;TrueView views;TrueView avg. CPV;Cost_Original;Conversions;Conv. rate;Cost / conv.;Cost;YouTube_Ad_Formats;Target_Countries;Number_of_Countries;Has_Demographics;Demographics_Segments_Count;Demographics_Label;Has_Interests;Interest_Segments_Count;Interests_Label;Start_Date;End_Date;Peak_Reach;Active_Quarters;Cost_Original_Global;Campaign bid strategy type;Target;Brand;Ad_Format;Date_Range;Bid_Strategy_Short;Goal;Standardized_Campaign_Name
Škoda Akumulator Nov - Dec 2025 (DG) - CPC;Porsche Škoda 2023;23242272630;2,380,916;36,729;1.54%;0.48;0.03;9,010;0.04;1153.96;317.26;0.53%;3.64;1153.96;Non-YouTube Format;Croatia;1;True;21;Available;True;10;Available;10 Nov 2025;30 Dec 2025;516662;Q4;1153.96;Target CPC;65+ | All;Porsche;Demand Gen;Nov-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Nov-Dec 25 | Target CPC | Consideration
Porsche Moon May - Jul 2025 - (DN) - CPC;Porsche Moon 2023;22575576404;2,297,026;20,123;0.88%;0.85;0.1;0;0.0;1944.73;5;0.02%;388.95;1944.73;Non-YouTube Format;Croatia;1;True;21;Available;True;20;Available;20 May 2025;13 Jul 2025;569697;Q2, Q3;1944.73;Maximise clicks;65+ | All;Porsche;Other;May-Jul 25;MaxClicks;Consideration;Porsche | Other | 65+ | All | May-Jul 25 | MaxClicks | Consideration
Škoda Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;Porsche Škoda 2023;22425339566;2,255,544;32,982;1.46%;0.47;0.03;0;0.0;1049.78;212.82;0.65%;4.93;1049.78;Non-YouTube Format;Croatia;1;True;21;Available;True;3;Available;9 Apr 2025;9 May 2025;398504;Q2;1049.78;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;Porsche Audi 2023;23172535645;414,359;1,511;0.36%;1.67;0.46;885;0.03;691.61;789.7;28.13%;0.88;689.84;Non-YouTube Format;Australia, Belgium, Bulgaria, Canada, Croatia, Cyprus, Denmark, Finland, France, Greece, Ireland, Japan, Lithuania, Luxembourg, Macao, Malta, Netherlands, Nigeria, Norway, Poland, Portugal, Qatar, Romania, Saudi Arabia, Singapore, South Africa, Spain, Sweden, Switzerland;29;False;0;Automatic / PMax;False;0;Automatic / PMax;22 Oct 2025;7 Dec 2025;0;Q4;691.61;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
Volkswagen Akumulator Nov - Dec 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;23247133613;1,188,329;19,788;1.67%;2.6;0.16;25,390;0.01;3087.18;3,226.44;5.86%;0.96;3087.18;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;10 Nov 2025;30 Dec 2025;0;Q4;3087.18;Maximise Conversions;Auto | All;Porsche;PMax;Nov-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Nov-Dec 25 | MaxConv | Action
Audi Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;Porsche Audi 2023;23182802566;826,916;10,513;1.27%;2.74;0.22;1,123;0.03;2264.06;3,043.93;22.98%;0.74;2264.06;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;27 Oct 2025;14 Dec 2025;0;Q4;2264.06;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
Finish Reckitt PIP Oct 2025 (YT) - CPV;Finish;23156802396;754,044;894;0.12%;3.98;3.36;473,434;0.01;2999.93;0;0.00%;0.0;2999.93;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;16;Available;21 Oct 2025;31 Oct 2025;347536;Q4;2999.93;Target CPV;65+ | All;Finish;YouTube In-Stream;Oct 25;tCPV;Consideration;Finish | YouTube In-Stream | 65+ | All | Oct 25 | tCPV | Consideration
Volkswagen Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22391080746;744,725;13,376;1.80%;2.74;0.15;1,736;0.04;2040.38;3,136.97;18.73%;0.65;2040.38;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;1 Apr 2025;9 May 2025;0;Q2;2040.38;Maximise Conversions;Auto | All;Porsche;PMax;Apr-May 25;MaxConv;Action;Porsche | PMax | Auto | All | Apr-May 25 | MaxConv | Action
Audi Metlice Oct - Dec 2025 (DG) - CPC;Porsche Audi 2023;23172640507;617,264;24,109;3.91%;1.25;0.03;83,202;0.01;769.69;242.01;0.19%;3.18;769.69;Non-YouTube Format;Croatia;1;True;21;Available;True;28;Available;22 Oct 2025;31 Dec 2025;237120;Q4;769.69;Target CPC;65+ | All;Porsche;Demand Gen;Oct-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22391036373;3,034,699;36,247;1.19%;0.4;0.03;0;0.0;1199.77;372.39;1.03%;3.22;1199.77;Non-YouTube Format;Croatia;1;True;21;Available;True;4;Available;1 Apr 2025;9 May 2025;446854;Q2;1199.77;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen gospodarska vozila 2023;22402283892;4,425,125;6,236;0.14%;0.95;0.67;205,435;0.01;4199.56;0;0.00%;0.0;4199.56;Bumper, In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;9;Available;5 Apr 2025;4 May 2025;1337620;Q2;4199.56;Target CPM;65+ | All;Porsche;YouTube In-Stream;Apr-May 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Apr-May 25 | tCPM | Awareness
Volkswagen AE Boost March 2025 (DN) - CPC;Porsche Volkswagen osobna vozila 2023;22306588951;3,888,242;42,922;1.10%;0.82;0.07;0;0.0;3203.7;4,651.12;10.84%;0.69;3203.7;Non-YouTube Format;Croatia;1;True;21;Available;True;30;Available;5 Mar 2025;30 Mar 2025;772943;Q1;3203.7;Maximise clicks;65+ | All;Porsche;Other;Mar 25;MaxClicks;Consideration;Porsche | Other | 65+ | All | Mar 25 | MaxClicks | Consideration
Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;23200358572;4,937,809;94,174;1.91%;0.67;0.04;32,067;0.04;3330.62;1,844.82;0.93%;1.81;3330.62;Non-YouTube Format;Croatia;1;True;21;Available;True;20;Available;28 Oct 2025;31 Dec 2025;962113;Q4;3330.62;Target CPC;65+ | All;Porsche;Demand Gen;Oct-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
Škoda Elroq Apr - May 2025 (PMAX) - CPA;Porsche Škoda 2023;22463831946;3,200,912;22,667;0.71%;1.12;0.16;25,108;0.01;3593.7;33,922.66;63.28%;0.11;3593.7;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;22 Apr 2025;20 May 2025;0;Q2;3593.7;Maximise Conversions;Auto | All;Porsche;PMax;Apr-May 25;MaxConv;Action;Porsche | PMax | Auto | All | Apr-May 25 | MaxConv | Action
Finish Bosch PIP Feb - Mar 2025 (YT) - Non skippable - CPM;Finish;22183450735;1,307,411;518;0.04%;2.14;5.4;0;0.0;2799.41;0;0.00%;0.0;2799.41;Non-skippable in-stream;Croatia;1;True;21;Available;True;2;Available;3 Feb 2025;23 Mar 2025;275966;Q1;2799.41;Target CPM;65+ | All;Finish;YouTube Non-Skip;Feb-Mar 25;tCPM;Awareness;Finish | YouTube Non-Skip | 65+ | All | Feb-Mar 25 | tCPM | Awareness
Volkswagen PHEV Sep - Oct 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;23005255190;620,843;26,268;4.23%;4.83;0.11;25,967;0.02;2997.34;30,492.66;47.51%;0.1;2997.34;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;11 Sept 2025;31 Oct 2025;0;Q3, Q4;2997.34;Maximise Conversions;Auto | All;Porsche;PMax;Sep-Oct 25;MaxConv;Action;Porsche | PMax | Auto | All | Sep-Oct 25 | MaxConv | Action
Volkswagen AE Boost March 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22296172251;2,176,124;42,603;1.96%;0.51;0.03;0;0.0;1100.53;17,097.00;40.12%;0.06;1100.53;Non-YouTube Format;Croatia;1;True;21;Available;True;18;Available;5 Mar 2025;30 Mar 2025;437274;Q1;1100.53;Maximise clicks;65+ | All;Porsche;Demand Gen;Mar 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Mar 25 | MaxClicks | Consideration
Škoda Metlice Oct - Dec 2025 (PMAX) - CPA;Porsche Škoda 2023;23160594388;1,143,977;6,141;0.54%;0.76;0.14;649;0.02;865.94;1,373.66;18.48%;0.63;865.94;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;20 Oct 2025;7 Dec 2025;0;Q4;865.94;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;23242081674;3,419,071;60,828;1.78%;0.54;0.03;15,609;0.06;1845.98;749.15;0.60%;2.46;1845.98;Non-YouTube Format;Croatia;1;True;21;Available;True;14;Available;10 Nov 2025;30 Dec 2025;630987;Q4;1845.98;Target CPC;65+ | All;Porsche;Demand Gen;Nov-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Nov-Dec 25 | Target CPC | Consideration
Audi Servisni paketi -  Metlice Apr - May 2025 (DG) - CPC;Porsche Audi 2023;22400779105;1,237,856;30,936;2.50%;0.78;0.03;0;0.0;960.19;85.99;0.28%;11.17;960.19;Non-YouTube Format;Croatia;1;True;21;Available;True;4;Available;1 Apr 2025;9 May 2025;298931;Q2;960.19;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;Porsche Volkswagen osobna vozila 2023;23005360310;1,304,925;1,438;0.11%;1.23;1.11;217,341;0.01;1600.59;176.04;0.07%;9.09;1600.59;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;22;Available;11 Sept 2025;31 Oct 2025;484698;Q3, Q4;1600.59;Target CPM;65+ | All;Porsche;YouTube In-Stream;Sep-Oct 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Sep-Oct 25 | tCPM | Awareness
Škoda Kodiaq May-Jun 2025 (DG) - CPC;Porsche Škoda 2023;22562758033;2,198,270;34,815;1.58%;0.55;0.03;0;0.0;1199.95;638.71;1.83%;1.88;1199.95;Non-YouTube Format;Croatia;1;True;21;Available;True;23;Available;15 May 2025;15 Jun 2025;331266;Q2;1199.95;Maximise clicks;65+ | All;Porsche;Demand Gen;May-Jun 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | May-Jun 25 | MaxClicks | Consideration
Porsche DWA Oct - Dec 2025 (DG) - CPC;Porsche  Das Welt Auto 2023;23205620765;1,618,563;49,222;3.04%;0.93;0.03;112,547;0.01;1501.02;0;0.00%;0.0;1501.02;Non-YouTube Format;Croatia;1;True;21;Available;True;9;Available;31 Oct 2025;5 Dec 2025;327612;Q4;1501.02;Target CPC;65+ | All;Porsche;Demand Gen;Oct-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
Audi Gume Mar - Apr 2025 (DG) - CPC;Porsche Audi 2023;22365090942;1,223,106;37,228;3.04%;1.05;0.03;0;0.0;1280.86;257.26;0.69%;4.98;1280.86;Non-YouTube Format;Croatia;1;True;21;Available;True;5;Available;24 Mar 2025;21 Apr 2025;238525;Q1, Q2;1280.86;Maximise clicks;65+ | All;Porsche;Demand Gen;Mar-Apr 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Mar-Apr 25 | MaxClicks | Consideration
Volkswagen Metlice Oct - Dec 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;23156738063;2,142,925;30,601;1.43%;0.58;0.04;0;0.0;1247.71;234.09;0.76%;5.33;1247.71;Non-YouTube Format;Croatia;1;True;21;Available;True;19;Available;20 Oct 2025;31 Dec 2025;527399;Q4;1247.71;Target CPC;65+ | All;Porsche;Demand Gen;Oct-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
Škoda Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;Porsche Škoda 2023;23196338093;865,991;20,072;2.32%;2.78;0.12;322;0.02;2411.44;3,152.94;15.38%;0.76;2411.44;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;28 Oct 2025;14 Dec 2025;0;Q4;2411.44;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
Škoda Superb PHEV August 2025 (DG) - CPC;Porsche Škoda 2023;22841776748;6,422,716;71,708;1.12%;0.46;0.04;0;0.0;2949.93;2,159.85;3.01%;1.37;2949.93;Non-YouTube Format;Croatia;1;True;21;Available;True;42;Available;1 Aug 2025;31 Aug 2025;487657;Q3;2949.93;Maximise clicks;65+ | All;Porsche;Demand Gen;Aug 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Aug 25 | MaxClicks | Consideration
Finish Reckitt PIP Nov 2025 (DN) - CPM;Finish;23208502981;6,789,695;3,424;0.05%;0.25;0.5;0;0.0;1700.18;0;0.00%;0.0;1700.18;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;1 Nov 2025;30 Nov 2025;959356;Q4;1700.18;Viewable CPM;65+ | All;Finish;Other;Nov 25;vCPM;Awareness;Finish | Other | 65+ | All | Nov 25 | vCPM | Awareness
Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22418687457;2,895,298;33,587;1.16%;0.41;0.04;0;0.0;1199.72;759.97;2.26%;1.58;1199.72;Non-YouTube Format;Croatia;1;True;21;Available;True;3;Available;9 Apr 2025;9 May 2025;463387;Q2;1199.72;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Škoda 130 godina Nov - Dec 2025 (GDN) - CPC;Porsche Škoda 2023;23240403490;3,364,991;51,129;1.52%;1.18;0.08;0;0.0;3985.51;4,440.15;8.68%;0.9;3985.51;Non-YouTube Format;Croatia;1;True;21;Available;True;24;Available;7 Nov 2025;7 Dec 2025;730293;Q4;3985.51;Maximise clicks;65+ | All;Porsche;Display;Nov-Dec 25;MaxClicks;Consideration;Porsche | Display | 65+ | All | Nov-Dec 25 | MaxClicks | Consideration
Škoda Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;Porsche Škoda 2023;22391002215;5,840,018;16,963;0.29%;0.29;0.1;2,029;0.04;1714.57;2,548.56;12.23%;0.67;1714.57;Non-YouTube Format;Croatia, France, Germany, Slovenia;4;False;0;Automatic / PMax;False;0;Automatic / PMax;1 Apr 2025;9 May 2025;0;Q2;1714.57;Maximise Conversions;Auto | All;Porsche;PMax;Apr-May 25;MaxConv;Action;Porsche | PMax | Auto | All | Apr-May 25 | MaxConv | Action
Audi Gume Mar - Apr 2025 (PMAX) - CPA;Porsche Audi 2023;22371579791;874,690;12,733;1.46%;2.13;0.15;545;0.02;1867.19;2,936.86;21.92%;0.64;1867.04;Non-YouTube Format;Argentina, Australia, Belgium, Bulgaria, Canada, Croatia, Cyprus, Czechia, Denmark, Finland, France, Germany, Greece, Hong Kong, Iceland, Ireland, Israel, Japan, Latvia, Lithuania, Luxembourg, Malta, Martinique, Netherlands, New Zealand, Nigeria, Norway, Oman, Poland, Portugal, Qatar, Reunion, Romania, Saudi Arabia, Singapore, Slovakia, South Africa, Spain, Sweden, Switzerland;40;False;0;Automatic / PMax;False;0;Automatic / PMax;24 Mar 2025;21 Apr 2025;0;Q1, Q2;1867.19;Maximise Conversions;Auto | All;Porsche;PMax;Mar-Apr 25;MaxConv;Action;Porsche | PMax | Auto | All | Mar-Apr 25 | MaxConv | Action
Škoda Kodiaq PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845894406;2,444,514;2,301;0.09%;0.94;1.0;449,158;0.01;2300.47;646.11;0.11%;3.56;2300.47;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;23;Available;1 Aug 2025;31 Aug 2025;830533;Q3;2300.47;Target CPM;65+ | All;Porsche;YouTube In-Stream;Aug 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Aug 25 | tCPM | Awareness
Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;Porsche  Das Welt Auto 2023;23205520748;3,722,590;2,750;0.07%;1.21;1.64;692,706;0.01;4500.12;0;0.00%;0.0;4500.12;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;9;Available;31 Oct 2025;5 Dec 2025;1020733;Q4;4500.12;Target CPM;65+ | All;Porsche;YouTube In-Stream;Oct-Dec 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Oct-Dec 25 | tCPM | Awareness
Finish Reckitt PIP Nov 2025 (YT) - CPV;Finish;23204324852;1,599,116;1,451;0.09%;3.43;3.78;1,057,907;0.01;5491.45;0;0.00%;0.0;5491.45;Skippable in-stream;Croatia;1;True;21;Available;True;15;Available;1 Nov 2025;30 Nov 2025;491014;Q4;5491.45;Target CPV;65+ | All;Finish;YouTube In-Stream;Nov 25;tCPV;Consideration;Finish | YouTube In-Stream | 65+ | All | Nov 25 | tCPV | Consideration
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;Finish;22183405843;2,167,167;1,756;0.08%;2.95;3.65;1,451,250;0.0;6401.66;0;0.00%;0.0;6401.66;Skippable in-stream;Croatia;1;True;21;Available;True;16;Available;3 Feb 2025;23 Mar 2025;527188;Q1;6401.66;Maximum CPV;65+ | All;Finish;YouTube In-Stream;Feb-Mar 25;Maximum CPV;Consideration;Finish | YouTube In-Stream | 65+ | All | Feb-Mar 25 | Maximum CPV | Consideration
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;Porsche Volkswagen osobna vozila 2023;22302962088;1,953,493;2,271;0.12%;1.28;1.1;0;0.0;2499.98;106.66;4.70%;23.44;2499.98;Bumper;Croatia;1;True;21;Available;True;15;Available;5 Mar 2025;30 Mar 2025;857473;Q1;2499.98;Target CPM;65+ | All;Porsche;YouTube Bumper;Mar 25;tCPM;Awareness;Porsche | YouTube Bumper | 65+ | All | Mar 25 | tCPM | Awareness
Audi Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;Porsche Audi 2023;22425388022;1,504,033;31,397;2.09%;0.64;0.03;0;0.0;960.28;159;0.51%;6.04;960.28;Non-YouTube Format;Croatia;1;True;21;Available;True;3;Available;9 Apr 2025;9 May 2025;284149;Q2;960.28;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Volkswagen Tayron - April/May 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22414635975;7,404,091;96,496;1.30%;0.4;0.03;0;0.0;2950.33;3,599.56;3.73%;0.82;2950.33;Non-YouTube Format;Croatia;1;True;21;Available;True;19;Available;8 Apr 2025;25 May 2025;657203;Q2;2950.33;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Audi Akumulator Nov - Dec 2025 (PMAX) - CPA;Porsche Audi 2023;23228911136;552,526;11,930;2.16%;2.84;0.13;409;0.04;1567.53;3,050.34;23.17%;0.51;1567.53;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;10 Nov 2025;30 Dec 2025;0;Q4;1567.53;Maximise Conversions;Auto | All;Porsche;PMax;Nov-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Nov-Dec 25 | MaxConv | Action
Volkswagen Gume Oct - Dec 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;23160958240;5,165,641;71,736;1.39%;0.56;0.04;0;0.0;2889.88;560.64;0.78%;5.15;2889.88;Non-YouTube Format;Croatia;1;True;21;Available;True;13;Available;20 Oct 2025;7 Dec 2025;839722;Q4;2889.88;Target CPC;65+ | All;Porsche;Demand Gen;Oct-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
Volkswagen Tayron - April/May 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22421702528;1,283,721;21,639;1.69%;2.02;0.12;68,019;0.01;2591.78;48,438.47;48.82%;0.05;2591.78;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;8 Apr 2025;25 May 2025;0;Q2;2591.78;Maximise Conversions;Auto | All;Porsche;PMax;Apr-May 25;MaxConv;Action;Porsche | PMax | Auto | All | Apr-May 25 | MaxConv | Action
Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;Porsche Audi 2023;22942514632;3,932,759;4,566;0.12%;0.92;0.79;282,401;0.01;3621.47;1,165.65;0.29%;3.11;3621.47;Bumper, In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;22;Available;27 Aug 2025;30 Sept 2025;1127128;Q3;3621.47;Target CPM;65+ | All;Porsche;YouTube In-Stream;Aug-Sep 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Aug-Sep 25 | tCPM | Awareness
Volkswagen Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22428809467;691,536;17,054;2.47%;2.96;0.12;145;0.04;2046.53;3,722.86;21.52%;0.55;2046.53;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;9 Apr 2025;9 May 2025;0;Q2;2046.53;Maximise Conversions;Auto | All;Porsche;PMax;Apr-May 25;MaxConv;Action;Porsche | PMax | Auto | All | Apr-May 25 | MaxConv | Action
Volkswagen Gume Oct - Dec 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;23161140631;1,973,187;21,594;1.09%;1.62;0.15;2,494;0.02;3205.16;4,681.13;18.07%;0.68;3205.16;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;20 Oct 2025;7 Dec 2025;0;Q4;3205.16;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
Volkswagen Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;23190909996;852,604;16,761;1.97%;3.96;0.2;4,017;0.04;3375.79;3,620.79;13.57%;0.93;3375.79;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;28 Oct 2025;14 Dec 2025;0;Q4;3375.79;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
Audi Gume Oct - Dec 2025 (DG) - CPC;Porsche Audi 2023;23151461725;2,200,927;42,319;1.92%;0.76;0.04;14,614;0.03;1676.57;632.93;0.98%;2.65;1676.57;Non-YouTube Format;Croatia;1;True;21;Available;True;5;Available;20 Oct 2025;7 Dec 2025;393939;Q4;1676.57;Target CPC;65+ | All;Porsche;Demand Gen;Oct-Dec 25;Target CPC;Consideration;Porsche | Demand Gen | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
Porsche DWA Oct - Dec 2025 (GDN) - CPC;Porsche  Das Welt Auto 2023;23209790548;2,194,012;46,892;2.14%;1.7;0.08;0;0.0;3722.24;0;0.00%;0.0;3722.24;Non-YouTube Format;Croatia;1;True;21;Available;True;9;Available;31 Oct 2025;5 Dec 2025;645433;Q4;3722.24;Maximise clicks;65+ | All;Porsche;Display;Oct-Dec 25;MaxClicks;Consideration;Porsche | Display | 65+ | All | Oct-Dec 25 | MaxClicks | Consideration
Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;Porsche Škoda 2023;23358399088;1,990,282;1,819;0.09%;1.26;1.37;399,580;0.01;2499.03;603.72;0.13%;4.14;2499.03;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;16;Available;11 Dec 2025;23 Dec 2025;816048;Q4;2499.03;Target CPM;65+ | All;Porsche;YouTube In-Stream;Dec 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Dec 25 | tCPM | Awareness
Volkswagen Gume Mar - Apr 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22360534505;2,876,998;54,044;1.88%;0.56;0.03;0;0.0;1600.54;959.98;1.78%;1.67;1600.54;Non-YouTube Format;Croatia;1;True;21;Available;True;13;Available;24 Mar 2025;21 Apr 2025;514060;Q1, Q2;1600.54;Maximise clicks;65+ | All;Porsche;Demand Gen;Mar-Apr 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Mar-Apr 25 | MaxClicks | Consideration
Škoda Superb May-Jun 2025 (DG) - CPC;Porsche Škoda 2023;22553033214;2,426,212;35,223;1.45%;0.49;0.03;0;0.0;1199.98;1,048.00;2.98%;1.15;1199.98;Non-YouTube Format;Croatia;1;True;21;Available;True;30;Available;15 May 2025;15 Jun 2025;351270;Q2;1199.98;Maximise clicks;65+ | All;Porsche;Demand Gen;May-Jun 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | May-Jun 25 | MaxClicks | Consideration
Škoda Elroq Apr - May 2025 (DG) - CPC;Porsche Škoda 2023;22470193148;3,767,573;68,938;1.83%;0.53;0.03;0;0.0;2000.18;2,475.97;3.59%;0.81;2000.18;Non-YouTube Format;Croatia;1;True;21;Available;True;20;Available;22 Apr 2025;20 May 2025;647641;Q2;2000.18;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;Porsche Moon 2023;23100458605;548,285;12,000;2.19%;8.19;0.37;59,301;0.0;4488.42;114;0.15%;39.37;4485.33;Non-YouTube Format;Brazil, Bulgaria, China, Croatia, Czechia, Dominican Republic, Gabon, Germany, Hong Kong, Netherlands, Nigeria, Norway, Romania, Spain, Sweden, Switzerland, Ukraine, Vietnam;18;False;0;Automatic / PMax;False;0;Automatic / PMax;8 Oct 2025;30 Dec 2025;0;Q4;4488.42;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
